Year,m,d,Time,Time zone,Precipitation amount (mm),Snow depth (cm),Air temperature (degC),Ground minimum temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
2021,6,20,06:00,UTC,,,,13.7,,
2021,6,21,00:00,UTC,-1,-1,26.5,,31.8,20.7
2021,6,21,06:00,UTC,,,,15.7,,
2021,6,22,00:00,UTC,-1,-1,25.7,,30.1,22.5
2021,6,22,06:00,UTC,,,,18.2,,
2021,6,23,00:00,UTC,11.7,-1,22.4,,29.4,18.4
2021,6,23,06:00,UTC,,,,17,,
2021,6,24,00:00,UTC,-1,-1,20.6,,24.7,17.2
2021,6,24,06:00,UTC,,,,14.7,,
2021,6,25,00:00,UTC,-1,-1,20.8,,24.9,16.7
2021,6,25,06:00,UTC,,,,13.3,,
2021,6,26,00:00,UTC,-1,-1,21.4,,25.6,17.6
2021,6,26,06:00,UTC,,,,14.5,,
2021,6,27,00:00,UTC,-1,-1,21.3,,26.4,17.7
2021,6,27,06:00,UTC,,,,15.9,,
2021,6,28,00:00,UTC,-1,-1,21.6,,26.8,15.1
2021,6,28,06:00,UTC,,,,11.7,,
2021,6,29,00:00,UTC,-1,-1,22.7,,27.5,17
2021,6,29,06:00,UTC,,,,12.4,,
2021,6,30,00:00,UTC,8,-1,20.7,,27.4,15.6
2021,6,30,06:00,UTC,,,,11.4,,
2021,7,1,00:00,UTC,-1,-1,22.1,,27.6,17.8
2021,7,1,06:00,UTC,,,,15.5,,
2021,7,2,00:00,UTC,-1,-1,20.6,,24.9,16.7
2021,7,2,06:00,UTC,,,,15.3,,
2021,7,3,00:00,UTC,-1,-1,22.1,,27.3,14.6
2021,7,3,06:00,UTC,,,,10.5,,
2021,7,4,00:00,UTC,-1,-1,22.7,,26.7,15.5
2021,7,4,06:00,UTC,,,,10.9,,
2021,7,5,00:00,UTC,-1,-1,23.6,,27.3,17.4
2021,7,5,06:00,UTC,,,,13.5,,
2021,7,6,00:00,UTC,0.3,-1,23.8,,27.6,21.2
2021,7,6,06:00,UTC,,,,17,,
2021,7,7,00:00,UTC,1.4,-1,24,,28.6,20.4
2021,7,7,06:00,UTC,,,,17.8,,
2021,7,8,00:00,UTC,1.1,-1,22.9,,26.1,20.6
2021,7,8,06:00,UTC,,,,17.4,,
2021,7,9,00:00,UTC,-1,-1,22,,26.5,17
2021,7,9,06:00,UTC,,,,13.6,,
2021,7,10,00:00,UTC,-1,-1,25.8,,30.3,20.8
2021,7,10,06:00,UTC,,,,16.3,,
2021,7,11,00:00,UTC,-1,-1,23.4,,27.5,21.8
2021,7,11,06:00,UTC,,,,18.5,,
2021,7,12,00:00,UTC,-1,-1,22.9,,27.5,17.3
2021,7,12,06:00,UTC,,,,12.3,,
2021,7,13,00:00,UTC,-1,-1,24.8,,29.7,18
2021,7,13,06:00,UTC,,,,12.6,,
2021,7,14,00:00,UTC,-1,-1,26.3,,32,20.7
2021,7,14,06:00,UTC,,,,16.2,,
2021,7,15,00:00,UTC,-1,-1,26.7,,32,20
2021,7,15,06:00,UTC,,,,15.4,,
2021,7,16,00:00,UTC,-1,-1,25.1,,30.4,21.5
2021,7,16,06:00,UTC,,,,18.3,,
2021,7,17,00:00,UTC,-1,-1,21.8,,27.5,15.9
2021,7,17,06:00,UTC,,,,12.2,,
2021,7,18,00:00,UTC,0.6,-1,22,,27,17.6
2021,7,18,06:00,UTC,,,,12.7,,
2021,7,19,00:00,UTC,-1,-1,18.2,,23.6,13.7
2021,7,19,06:00,UTC,,,,11.3,,
2021,7,20,00:00,UTC,2.6,-1,17.1,,22.5,12.2
2021,7,20,06:00,UTC,,,,8.6,,
2021,7,21,00:00,UTC,-1,-1,16.6,,22.3,11
2021,7,21,06:00,UTC,,,,8.6,,
2021,7,22,00:00,UTC,-1,-1,18.7,,25.9,11.5
2021,7,22,06:00,UTC,,,,8.5,,
2021,7,23,00:00,UTC,-1,-1,17.9,,23.5,12.5
2021,7,23,06:00,UTC,,,,8.9,,
2021,7,24,00:00,UTC,-1,-1,17.4,,22.8,11.3
2021,7,24,06:00,UTC,,,,7.1,,
2021,7,25,00:00,UTC,-1,-1,20.2,,25.5,13.3
2021,7,25,06:00,UTC,,,,9.7,,
2021,7,26,00:00,UTC,-1,-1,23.4,,29.1,16.1
2021,7,26,06:00,UTC,,,,11.6,,
2021,7,27,00:00,UTC,17,-1,24,,28.9,17.9
2021,7,27,06:00,UTC,,,,12.1,,
2021,7,28,00:00,UTC,11,-1,20.1,,25.2,18.5
2021,7,28,06:00,UTC,,,,18.3,,
2021,7,29,00:00,UTC,0,-1,20.6,,24.8,18.6
2021,7,29,06:00,UTC,,,,18,,
2021,7,30,00:00,UTC,10,-1,16.5,,20.3,14.1
2021,7,30,06:00,UTC,,,,14,,
2021,7,31,00:00,UTC,3.3,-1,17.6,,22.5,13.4
2021,7,31,06:00,UTC,,,,12.6,,
2021,8,1,00:00,UTC,-1,-1,18,,21.7,15.3
2021,8,1,06:00,UTC,,,,12.4,,
2021,8,2,00:00,UTC,0.2,-1,18,,22.4,15.2
2021,8,2,06:00,UTC,,,,12.6,,
2021,8,3,00:00,UTC,0.2,-1,15,,20.3,14.4
2021,8,3,06:00,UTC,,,,13.1,,
2021,8,4,00:00,UTC,0,-1,14.6,,20.1,9.1
2021,8,4,06:00,UTC,,,,5.4,,
2021,8,5,00:00,UTC,0,-1,15.7,,21.3,8
2021,8,5,06:00,UTC,,,,3.5,,
2021,8,6,00:00,UTC,-1,-1,17.9,,22.7,10.3
2021,8,6,06:00,UTC,,,,6.3,,
2021,8,7,00:00,UTC,13,-1,15.9,,19.4,14.3
2021,8,7,06:00,UTC,,,,13.1,,
2021,8,8,00:00,UTC,4,-1,18.5,,21.2,15.8
2021,8,8,06:00,UTC,,,,15.6,,
2021,8,9,00:00,UTC,0.8,-1,17.7,,22.1,15.1
2021,8,9,06:00,UTC,,,,15,,
2021,8,10,00:00,UTC,0,-1,17.7,,21.8,15.4
2021,8,10,06:00,UTC,,,,14.4,,
2021,8,11,00:00,UTC,0,-1,17.6,,21.9,12.6
2021,8,11,06:00,UTC,,,,8.4,,
2021,8,12,00:00,UTC,0,-1,18,,22.1,15.4
2021,8,12,06:00,UTC,,,,13.8,,
2021,8,13,00:00,UTC,4.8,-1,18.8,,24.6,13.2
2021,8,13,06:00,UTC,,,,10.4,,
2021,8,14,00:00,UTC,5.2,-1,18,,21.2,16.3
2021,8,14,06:00,UTC,,,,15.3,,
2021,8,15,00:00,UTC,0.2,-1,15.8,,19.1,12.8
2021,8,15,06:00,UTC,,,,12,,
2021,8,16,00:00,UTC,14.5,-1,16.9,,21.6,13.1
2021,8,16,06:00,UTC,,,,10.1,,
2021,8,17,00:00,UTC,7.9,-1,17.5,,19.9,15.4
2021,8,17,06:00,UTC,,,,15,,
2021,8,18,00:00,UTC,12.4,-1,15,,18.2,14.1
2021,8,18,06:00,UTC,,,,12.7,,
2021,8,19,00:00,UTC,12,-1,14.6,,17.4,12.9
2021,8,19,06:00,UTC,,,,12.7,,
2021,8,20,00:00,UTC,-1,-1,15.6,,19,13.6
2021,8,20,06:00,UTC,,,,11.6,,
2021,8,21,00:00,UTC,11.7,-1,14.4,,20,12
2021,8,21,06:00,UTC,,,,7.4,,
2021,8,22,00:00,UTC,-1,-1,14.2,,17.8,10.9
2021,8,22,06:00,UTC,,,,8.7,,
2021,8,23,00:00,UTC,0,-1,12.4,,15.8,11
2021,8,23,06:00,UTC,,,,10.9,,
2021,8,24,00:00,UTC,9.6,-1,11.9,,15.2,8.8
2021,8,24,06:00,UTC,,,,7.5,,
2021,8,25,00:00,UTC,30.5,-1,12.1,,12.7,10.7
2021,8,25,06:00,UTC,,,,10.1,,
2021,8,26,00:00,UTC,5.4,-1,13.5,,15.8,12.1
2021,8,26,06:00,UTC,,,,11.7,,
2021,8,27,00:00,UTC,-1,-1,13.2,,14.6,12.2
2021,8,27,06:00,UTC,,,,11.9,,
2021,8,28,00:00,UTC,-1,-1,16.6,,20.9,13.3
2021,8,28,06:00,UTC,,,,12.7,,
2021,8,29,00:00,UTC,0,-1,16.3,,20.1,12.5
2021,8,29,06:00,UTC,,,,10.9,,
2021,8,30,00:00,UTC,0,-1,15.6,,20.7,11.6
2021,8,30,06:00,UTC,,,,9,,
2021,8,31,00:00,UTC,0,-1,14.8,,20.7,8.8
2021,8,31,06:00,UTC,,,,4.8,,
2021,9,1,00:00,UTC,0,-1,12.1,,16.6,9.7
2021,9,1,06:00,UTC,,,,5.9,,
2021,9,2,00:00,UTC,1.3,-1,11,,15.1,6.3
2021,9,2,06:00,UTC,,,,3.6,,
2021,9,3,00:00,UTC,1.4,-1,10,,14.4,6.7
2021,9,3,06:00,UTC,,,,6.9,,
2021,9,4,00:00,UTC,-1,-1,8.9,,14.1,5.2
2021,9,4,06:00,UTC,,,,2,,
2021,9,5,00:00,UTC,0.1,-1,9.2,,14.2,2.8
2021,9,5,06:00,UTC,,,,-1.1,,
2021,9,6,00:00,UTC,-1,-1,12.6,,17.2,9.5
2021,9,6,06:00,UTC,,,,7,,
2021,9,7,00:00,UTC,0.1,-1,11.7,,15.6,5.3
2021,9,7,06:00,UTC,,,,0.3,,
2021,9,8,00:00,UTC,-1,-1,14.4,,17.7,12.3
2021,9,8,06:00,UTC,,,,9.5,,
2021,9,9,00:00,UTC,-1,-1,15,,20.3,12.2
2021,9,9,06:00,UTC,,,,8.6,,
2021,9,10,00:00,UTC,-1,-1,13,,15.3,10.3
2021,9,10,06:00,UTC,,,,6.8,,
2021,9,11,00:00,UTC,2.4,-1,14.3,,17.1,12.4
2021,9,11,06:00,UTC,,,,10.7,,
2021,9,12,00:00,UTC,13.6,-1,14.2,,15.5,12.5
2021,9,12,06:00,UTC,,,,12.6,,
2021,9,13,00:00,UTC,0.5,-1,12.9,,15.4,9.3
2021,9,13,06:00,UTC,,,,13,,
2021,9,14,00:00,UTC,-1,-1,9.6,,13.3,7.5
2021,9,14,06:00,UTC,,,,6,,
2021,9,15,00:00,UTC,-1,-1,7.7,,10.3,4.3
2021,9,15,06:00,UTC,,,,0.7,,
2021,9,16,00:00,UTC,-1,-1,8,,10.1,6.8
2021,9,16,06:00,UTC,,,,6.3,,
2021,9,17,00:00,UTC,0.4,-1,8.5,,11,6.2
2021,9,17,06:00,UTC,,,,4.8,,
2021,9,18,00:00,UTC,0.3,-1,8.6,,11.1,6.5
2021,9,18,06:00,UTC,,,,5.7,,
2021,9,19,00:00,UTC,-1,-1,8.1,,10.3,7.5
2021,9,19,06:00,UTC,,,,7,,
2021,9,20,00:00,UTC,-1,-1,7.6,,10.3,6.4
2021,9,20,06:00,UTC,,,,6.1,,
2021,9,21,00:00,UTC,-1,-1,6.2,,8.8,4.5
2021,9,21,06:00,UTC,,,,3.5,,
2021,9,22,00:00,UTC,-1,-1,5.9,,11.3,0.8
2021,9,22,06:00,UTC,,,,-2.3,,
2021,9,23,00:00,UTC,17.1,-1,8.6,,10.8,3.9
2021,9,23,06:00,UTC,,,,-1.1,,
2021,9,24,00:00,UTC,4.6,-1,8.4,,9.3,7.7
2021,9,24,06:00,UTC,,,,7.3,,
2021,9,25,00:00,UTC,-1,-1,9.9,,14.1,7.7
2021,9,25,06:00,UTC,,,,6.8,,
2021,9,26,00:00,UTC,-1,-1,10.2,,15.4,6.8
2021,9,26,06:00,UTC,,,,4,,
2021,9,27,00:00,UTC,-1,-1,8.3,,13.2,3.4
2021,9,27,06:00,UTC,,,,-1,,
2021,9,28,00:00,UTC,-1,-1,8.7,,11.8,4.4
2021,9,28,06:00,UTC,,,,-1.3,,
2021,9,29,00:00,UTC,-1,-1,9.9,,11,7.9
2021,9,29,06:00,UTC,,,,2.9,,
2021,9,30,00:00,UTC,1,-1,9.8,,10.6,9.4
2021,9,30,06:00,UTC,,,,8.9,,
2021,10,1,00:00,UTC,0.3,-1,9.7,,11,8.1
2021,10,1,06:00,UTC,,,,6.4,,
2021,10,2,00:00,UTC,-1,-1,10.8,,12.9,9.4
2021,10,2,06:00,UTC,,,,8.1,,
2021,10,3,00:00,UTC,-1,-1,11.1,,13.2,8.8
2021,10,3,06:00,UTC,,,,6,,
2021,10,4,00:00,UTC,-1,-1,11.8,,14.4,8.9
2021,10,4,06:00,UTC,,,,7.2,,
2021,10,5,00:00,UTC,5.3,-1,10.7,,12.7,9.6
2021,10,5,06:00,UTC,,,,10.4,,
2021,10,6,00:00,UTC,-1,-1,12.1,,13.9,10.3
2021,10,6,06:00,UTC,,,,8.6,,
2021,10,7,00:00,UTC,0.5,-1,10.9,,13.2,9.8
2021,10,7,06:00,UTC,,,,8.9,,
2021,10,8,00:00,UTC,0.2,-1,11.4,,12.7,10.5
2021,10,8,06:00,UTC,,,,9.8,,
2021,10,9,00:00,UTC,0.5,-1,11.5,,13.4,10.9
2021,10,9,06:00,UTC,,,,10.5,,
2021,10,10,00:00,UTC,0.7,-1,11.1,,12.2,10.4
2021,10,10,06:00,UTC,,,,10.3,,
2021,10,11,00:00,UTC,15,-1,10.2,,12.2,8.4
2021,10,11,06:00,UTC,,,,9,,
2021,10,12,00:00,UTC,3.8,-1,8.4,,11.2,6.9
2021,10,12,06:00,UTC,,,,6.8,,
2021,10,13,00:00,UTC,-1,-1,6.6,,10.2,4.6
2021,10,13,06:00,UTC,,,,3.9,,
2021,10,14,00:00,UTC,0.2,-1,6.4,,9.6,1.5
2021,10,14,06:00,UTC,,,,-2.7,,
2021,10,15,00:00,UTC,5,-1,8.3,,10.1,7.6
2021,10,15,06:00,UTC,,,,6.6,,
2021,10,16,00:00,UTC,0.3,-1,5.9,,9.7,3.1
2021,10,16,06:00,UTC,,,,0.4,,
2021,10,17,00:00,UTC,-1,-1,5.2,,9.4,2.9
2021,10,17,06:00,UTC,,,,0.1,,
2021,10,18,00:00,UTC,0,-1,4.4,,7.2,2.1
2021,10,18,06:00,UTC,,,,-0.9,,
2021,10,19,00:00,UTC,2.1,-1,2.5,,6.1,-2.1
2021,10,19,06:00,UTC,,,,-5.3,,
2021,10,20,00:00,UTC,20.6,-1,8.1,,11.1,4.5
2021,10,20,06:00,UTC,,,,2.5,,
2021,10,21,00:00,UTC,12,-1,10.4,,12.4,9.2
2021,10,21,06:00,UTC,,,,6.9,,
2021,10,22,00:00,UTC,3.5,-1,5.6,,10.7,4.6
2021,10,22,06:00,UTC,,,,5,,
2021,10,23,00:00,UTC,0.2,-1,1.9,,4.7,0.6
2021,10,23,06:00,UTC,,,,0.5,,
2021,10,24,00:00,UTC,2.5,-1,2.1,,5.8,-3.5
2021,10,24,06:00,UTC,,,,-6.4,,
2021,10,25,00:00,UTC,-1,-1,8.9,,10.6,5.8
2021,10,25,06:00,UTC,,,,5.2,,
2021,10,26,00:00,UTC,2.1,-1,8.2,,9.5,6.1
2021,10,26,06:00,UTC,,,,2.3,,
2021,10,27,00:00,UTC,7.5,-1,7.8,,9.3,6.2
2021,10,27,06:00,UTC,,,,3.4,,
2021,10,28,00:00,UTC,1.8,-1,8.2,,10.6,4.3
2021,10,28,06:00,UTC,,,,-0.8,,
2021,10,29,00:00,UTC,-1,-1,9.8,,10.9,8.3
2021,10,29,06:00,UTC,,,,9.2,,
2021,10,30,00:00,UTC,-1,-1,8.7,,9.4,7.3
2021,10,30,06:00,UTC,,,,5.8,,
2021,10,31,00:00,UTC,-1,-1,8.7,,9.6,7.1
2021,10,31,06:00,UTC,,,,6.2,,
2021,11,1,00:00,UTC,-1,-1,8.7,,10.4,7.2
2021,11,1,06:00,UTC,,,,1.9,,
2021,11,2,00:00,UTC,-1,-1,7.2,,8.4,6
2021,11,2,06:00,UTC,,,,3.2,,
2021,11,3,00:00,UTC,5.9,-1,7.2,,7.8,6.4
2021,11,3,06:00,UTC,,,,4.9,,
2021,11,4,00:00,UTC,6.6,-1,7.9,,9.4,7
2021,11,4,06:00,UTC,,,,7.2,,
2021,11,5,00:00,UTC,9.8,-1,6.6,,8.7,5.1
2021,11,5,06:00,UTC,,,,1.3,,
2021,11,6,00:00,UTC,0.6,-1,4.4,,7.7,2.3
2021,11,6,06:00,UTC,,,,1.4,,
2021,11,7,00:00,UTC,3.5,-1,2.9,,4.2,1.3
2021,11,7,06:00,UTC,,,,-2.9,,
2021,11,8,00:00,UTC,-1,-1,0.9,,2.8,-1.5
2021,11,8,06:00,UTC,,,,0.2,,
2021,11,9,00:00,UTC,5.1,-1,0.4,,4.9,-5.7
2021,11,9,06:00,UTC,,,,-9.8,,
2021,11,10,00:00,UTC,2.5,-1,7.7,,9.1,4.1
2021,11,10,06:00,UTC,,,,3.5,,
2021,11,11,00:00,UTC,-1,-1,5.9,,9.1,2.9
2021,11,11,06:00,UTC,,,,-0.5,,
2021,11,12,00:00,UTC,-1,-1,5.4,,7.5,4.4
2021,11,12,06:00,UTC,,,,3.2,,
2021,11,13,00:00,UTC,-1,-1,2,,5.5,-1.1
2021,11,13,06:00,UTC,,,,-6,,
2021,11,14,00:00,UTC,-1,-1,0.5,,3.5,-2.1
2021,11,14,06:00,UTC,,,,-2.4,,
2021,11,15,00:00,UTC,-1,-1,0.9,,3.7,-3.6
2021,11,15,06:00,UTC,,,,-5.9,,
2021,11,16,00:00,UTC,0.9,-1,5.7,,6.6,3.6
2021,11,16,06:00,UTC,,,,3.5,,
2021,11,17,00:00,UTC,3.3,-1,5.5,,6.2,4.8
2021,11,17,06:00,UTC,,,,3.8,,
2021,11,18,00:00,UTC,2.7,-1,4.1,,5.8,1.6
2021,11,18,06:00,UTC,,,,4.6,,
2021,11,19,00:00,UTC,2.1,-1,2.5,,3.9,0.2
2021,11,19,06:00,UTC,,,,-2.6,,
2021,11,20,00:00,UTC,-1,-1,3.3,,5.3,1.3
2021,11,20,06:00,UTC,,,,-0.1,,
2021,11,21,00:00,UTC,-1,-1,-0.3,,2.9,-1.5
2021,11,21,06:00,UTC,,,,-5.9,,
2021,11,22,00:00,UTC,1.2,-1,-2.2,,0,-5.4
2021,11,22,06:00,UTC,,,,-8.5,,
2021,11,23,00:00,UTC,0.4,-1,0.4,,2.8,-1.6
2021,11,23,06:00,UTC,,,,-8.3,,
2021,11,24,00:00,UTC,1.6,-1,2.7,,4.8,-2
2021,11,24,06:00,UTC,,,,-2.4,,
2021,11,25,00:00,UTC,3.3,-1,4.4,,6.5,-0.2
2021,11,25,06:00,UTC,,,,-2.4,,
2021,11,26,00:00,UTC,-1,-1,-1.8,,3.5,-4.5
2021,11,26,06:00,UTC,,,,-4.6,,
2021,11,27,00:00,UTC,-1,-1,-7.1,,-4.4,-8.2
2021,11,27,06:00,UTC,,,,-9.5,,
2021,11,28,00:00,UTC,-1,-1,-6.4,,-5.6,-7.3
2021,11,28,06:00,UTC,,,,-7.8,,
2021,11,29,00:00,UTC,0.7,2,-5.3,,-4.5,-6.5
2021,11,29,06:00,UTC,,,,-6.2,,
2021,11,30,00:00,UTC,0.1,0,-8.9,,-5.7,-9.8
2021,11,30,06:00,UTC,,,,-9.3,,
2021,12,1,00:00,UTC,0,1,-7.2,,-4.5,-10.4
2021,12,1,06:00,UTC,,,,-11.1,,
2021,12,2,00:00,UTC,-1,1,-8.4,,-6.7,-11.3
2021,12,2,06:00,UTC,,,,-15.8,,
2021,12,3,00:00,UTC,-1,1,-9.6,,-7.3,-12
2021,12,3,06:00,UTC,,,,-11.7,,
2021,12,4,00:00,UTC,-1,1,-8.3,,-4.6,-12.3
2021,12,4,06:00,UTC,,,,-7.5,,
2021,12,5,00:00,UTC,-1,1,-15,,-11.1,-16.8
2021,12,5,06:00,UTC,,,,-15.7,,
2021,12,6,00:00,UTC,-1,1,-13,,-10.6,-16.9
2021,12,6,06:00,UTC,,,,-17.5,,
2021,12,7,00:00,UTC,-1,1,-14.2,,-12.5,-16
2021,12,7,06:00,UTC,,,,-19.1,,
2021,12,8,00:00,UTC,-1,1,-15.4,,-13.8,-18
2021,12,8,06:00,UTC,,,,-21.1,,
2021,12,9,00:00,UTC,0,1,-7.2,,-3.5,-14.5
2021,12,9,06:00,UTC,,,,-15.3,,
2021,12,10,00:00,UTC,2.7,1,-2.2,,-0.9,-4.8
2021,12,10,06:00,UTC,,,,-5.6,,
2021,12,11,00:00,UTC,4.3,1,0.1,,0.7,-1
2021,12,11,06:00,UTC,,,,-1.2,,
2021,12,12,00:00,UTC,0.1,1,1.2,,1.8,0.6
2021,12,12,06:00,UTC,,,,0,,
2021,12,13,00:00,UTC,1.2,1,1.2,,1.9,0
2021,12,13,06:00,UTC,,,,-0.5,,